"214","Swaziland"
"215","Sweden"
"216","Switzerland"
"217","Syria"
"218","Taiwan"
"219","Tajikistan"
"220","Tanzania, United Republic of"
"221","Thailand"
"222","Timor-leste"
"223","Togo"
"224","Tokelau"
"225","Tonga"
"226","Trinidad and Tobago"
"227","Tunisia"
"228","Turkey"
"229","Turkey"
"230","Turkmenistan"
"231","Turks and Caicos Islands"
"232","Tuvalu"
"233","Uganda"
"234","Ukraine"
"235","United Arab Emirates"
"236","United Kingdom"
"237","United States"
"238","United States Minor Outlying Islands"
"239","Uruguay"
"240","Uzbekistan"
"241","Vanuatu"
"242","Vatican City"
"243","Venezuela"
"244","Vietnam"
"245","Virgin Islands, British"
"246","Virgin Islands, U.S."
"247","Wallis and Futuna"
"248","Western Sahara"
"249","Yemen"
"250","Yemen"
"251","Zambia"
"252","Zimbabwe"
"1","A"
"1","Knowledge"
"2","Best Practice"
"1","Technology","1"
"2","Strategy","1"
"3","Around Asian","1"
"4","E-Business","2"
"5","Customer Experience Management","2"
"6","Value Innovation","2"
"7","Process Improvement","2"
"8","Go to Market","2"
"9","Competitive Analysis","2"
"1","Research Thailand","1"
"2","Global Trend","1"
"3","E-Business","2"
"4","Customer Experience Management","2"
"5","Value Innovation","2"
"6","Process Improvement","2"
"7","Go to Market","2"
"8","Competitive Analysis","2"
"9","Update AEC News","3"
"10","Competency Index","3"
"11","Country Profile","3"
"12","Company","4"
"1","Telecom Market Data","1"
"2","ICT Industry Outlook","1"
"3","ICT Technology","2"
"4","Highlight of the month","2"
"5","World Economic Index","10"
"6","ICT Competency Index","10"
"7","Country","11"
"8","Year","12"
"1","Fixed Line -Voice","1"
"2","Fixed Line -Data","1"
"3","Mobile - Voice","1"
"4","Mobile - Data","1"
"5","Application","2"
"6","ICT Service","2"
"7","Infrastructure","2"
"8","Sector Focus","2"
"9","Consumer Market","2"
"10","Application","3"
"11","Infrastructure","3"
"12","ICT Service","3"
"1","A"
"1","A"
"1","test1","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, Lorem 1","100","2013-09-01 00:00:00","1","1","TestPdf1.pdf"
"2","test2","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, Lorem 2","200","2013-09-02 00:00:00","2","1","TestPdf2.pdf"
"3","test3","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, Lorem 3","300","2013-09-03 00:00:00","3","2","TestPdf3.pdf"
"4","test4","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, Lorem 4","400","2013-09-04 00:00:00","4","2","TestPdf4.pdf"
"5","test5","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, Lorem 5","500","2013-09-05 00:00:00","5","1","TestPdf5.pdf"
"1","1","4","1"
"2","2","3","1"
"1","1","1","Y","2013-09-01 00:00:00","2013-09-28 00:00:00"
"1","What was your childhood nickname?"
"2","What is the name of your favorite childhood friend? "
"3","What is the middle name of your oldest child?"
"4","What school did you attend for sixth grade?"
"5","What was the name of your first stuffed animal?"
"6","In what city or town did your mother and father meet? "
"7","In what city does your nearest sibling live? "
"8","In what city or town was your first job?"
"9","What is the name of the place your wedding reception was held?"
"10","What was your favorite place to visit as a child?"
"11","What is the street number of the house you grew up in?"
"12","What was your dream job as a child? "
"1","tag1"
"2","tag2"
"3","tag3"
"4","tag4"
"5","tag5"
"1","1"
"2","1"
"1","2"
"2","2"
"1","3"
"1","A"
"1","A","A","a@a.com","A","77de54ccf56eb6f7dbf99e4d3be949ab6f9b0a55df8ac28564cb9f63a10be8af6ab3f7c2",,,,,,,"Y","N","1","1","1","1","1",NULL,"testUserProfile.jpg","1","a"
"3","B","B","b@b.com","B","7014de06693eca5c7a6f258b98fa2048ef7ad6c1faf1e46a706cd0615ada442bbc570b0e",NULL,NULL,NULL,NULL,NULL,NULL,"Y","N","1","1","1","1","1",NULL,,"2","b"
"4","Voravan","Charn","wc.fone@yahoo.com","Buildthedot","7014de06693eca5c7a6f258b98fa2048ef7ad6c1faf1e46a706cd0615ada442bbc570b0e",NULL,NULL,NULL,NULL,NULL,NULL,"Y","N","1","1","1","1","1",NULL,,"3","fon"
